Trade ID,Action,Timestamp,Price,Quantity,Entry Price,Exit Price,Entry Time,Exit Time,Holding Period (min),Gross P&L,Gross P&L %,Fees,Net P&L,Net P&L %,Status
368,SELL,2025-11-11 11:54:51,2503.85,10,2502.63,2503.85,2025-11-10 00:11:51,2025-11-11 11:54:51,0.1,12.2,0.05,25.03,-12.83,-0.05,LOSS
369,BUY,2025-11-11 11:55:51,2502.79,10,2502.79,,2025-11-11 11:55:51,,,,,,,,OPEN
369,SELL,2025-11-11 12:00:51,2502.35,10,2502.79,2502.35,2025-11-10 00:12:00,2025-11-11 12:00:51,0.25,-4.4,-0.02,25.02,-29.42,-0.12,LOSS
370,BUY,2025-11-11 12:03:51,2502.97,10,2502.97,,2025-11-11 12:03:51,,,,,,,,OPEN
370,SELL,2025-11-11 12:04:51,2502.69,10,2502.97,2502.69,2025-11-10 00:12:24,2025-11-11 12:04:51,0.05,-2.8,-0.01,25.02,-27.82,-0.11,LOSS
371,BUY,2025-11-11 12:12:51,2503.07,10,2503.07,,2025-11-11 12:12:51,,,,,,,,OPEN
371,SELL,2025-11-11 12:15:51,2504.83,10,2503.07,2504.83,2025-11-10 00:12:51,2025-11-11 12:15:51,0.15,17.6,0.07,25.04,-7.44,-0.03,LOSS
372,BUY,2025-11-11 12:16:51,2504.71,10,2504.71,,2025-11-11 12:16:51,,,,,,,,OPEN
372,SELL,2025-11-11 12:18:51,2503.98,10,2504.71,2503.98,2025-11-10 00:13:03,2025-11-11 12:18:51,0.1,-7.3,-0.03,25.04,-32.34,-0.13,LOSS
373,BUY,2025-11-11 12:30:51,2501.06,10,2501.06,,2025-11-11 12:30:51,,,,,,,,OPEN
